"","X_UWI_DISPLAY","UWI","SURFACE_LATITUDE","SURFACE_LONGITUDE","X_TD_TVD","DRILL_TD","X_ONPROD_DATE","RIG_RELEASE_DATE","PROFILE_TYPE","PSUM_POOL_NAME","PSUM_OPERATOR_NAME"
"1541","00/15-11-069-22W5/0","100151106922W500",54.960638,-117.219086,1509.69,2666,2009-12-11,2009-09-07,"Horizontal","TRIASSIC A","CANADIAN NATURAL RESOURCES LIMITED"
"1542","00/15-12-062-01W6/2","100151206201W602",54.368917,-118.027039,2975.6,4903,2011-10-14,2011-10-03,"Horizontal","MONTNEY B","CEQUENCE ENERGY LTD."
"1543","00/15-15-063-06W6/0","100151506306W600",54.452628,-118.778811,3451.52,5979,2017-05-02,2017-02-16,"Horizontal","MONTNEY X","ORLEN UPSTREAM CANADA LTD."
"1544","00/15-16-063-05W6/0","100151606305W600",54.452791,-118.65263,3340.48,5567,2017-02-01,2016-07-24,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1545","00/15-17-078-21W5/0","100151707821W500",55.75065,-117.216927,911.56,2247,2014-01-17,2014-01-10,"Horizontal","MONTNEY H","LONG RUN EXPLORATION LTD."
"1546","00/15-18-061-03W6/0","100151806103W600",54.301422,-118.431607,3387.58,5366,NA,2013-10-28,"Horizontal","NA","STRATH RESOURCES LTD."
"1547","00/15-18-063-04W6/0","100151806304W600",54.472309,-118.630219,3176.06,6304,2015-05-22,2015-02-27,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1548","00/15-18-068-24W5/0","100151806824W500",54.879958,-117.666134,1824.95,3822,2013-02-15,2012-12-04,"Horizontal","TRIASSIC C","ARC RESOURCES LTD."
"1549","00/15-19-063-04W6/0","100151906304W600",54.480732,-118.607449,3174.65,5106,2017-07-02,2017-02-27,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1550","00/15-23-069-25W5/0","100152306925W500",54.992229,-117.710679,1780.57,2736,2010-11-23,2010-10-21,"Horizontal","TRIASSIC F","NAL RESOURCES LIMITED"
"1551","00/15-27-063-04W6/0","100152706304W600",54.487201,-118.512832,3086.78,3176,NA,2015-02-28,"Horizontal","NA","SEVEN GENERATIONS ENERGY LTD."
"1552","00/15-28-083-23W5/0","100152808323W500",56.215269,-117.562376,824.3,2327,2017-09-20,2017-08-06,"Horizontal","MONTNEY A","CANAMAX ENERGY LTD."
"1553","00/15-29-063-02W6/0","100152906302W600",54.469039,-118.231357,2831.21,5406,NA,2017-07-20,"Horizontal","NA","SEVEN GENERATIONS ENERGY LTD."
"1554","00/15-29-077-20W5/0","100152907720W500",55.698654,-117.051135,933.44,2072,NA,2009-11-03,"Horizontal","NA","LONG RUN EXPLORATION LTD."
"1555","00/15-29-079-22W5/0","100152907922W500",55.867443,-117.398058,885.48,2564,2013-03-24,2012-08-18,"Horizontal","MONTNEY E","CANADIAN NATURAL RESOURCES LIMITED"
"1556","00/15-29-083-23W5/0","100152908323W500",56.217769,-117.596682,838.73,2295,2011-10-09,2011-08-11,"Horizontal","MONTNEY A","CANAMAX ENERGY LTD."
"1557","00/15-31-071-25W5/0","100153107125W500",55.207882,-117.847454,1574.58,3280,2014-02-01,2013-08-13,"Horizontal","MONTNEY G","CANADIAN NATURAL RESOURCES LIMITED"
"1558","00/15-32-063-05W6/0","100153206305W600",54.486751,-118.713089,NA,NA,NA,NA,"Horizontal","NA","HARVEST OPERATIONS CORP."
"1559","00/15-33-062-04W6/2","100153306204W602",54.401412,-118.530401,3178.77,4546,2011-07-12,2011-04-02,"Horizontal","MONTNEY B","XTO ENERGY CANADA"
"1560","00/15-34-077-21W5/0","100153407721W500",55.716815,-117.208838,928.17,3510,2014-09-11,2014-08-29,"Horizontal","MONTNEY H","LONG RUN EXPLORATION LTD."
"1561","00/16-01-064-05W6/0","100160106405W600",54.508284,-118.583501,3098.85,4885,2015-11-25,2015-08-15,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1562","00/16-01-068-25W5/0","100160106825W500",54.880563,-117.655692,1871.99,3753,2017-11-15,2017-04-15,"Horizontal","MONTNEY F","ARC RESOURCES LTD."
"1563","00/16-02-068-25W5/0","100160206825W500",54.879962,-117.666601,1913.5,4138,2014-08-03,2014-07-13,"Horizontal","MONTNEY F","ARC RESOURCES LTD."
"1564","00/16-06-064-05W6/2","100160606405W602",54.495942,-118.69158,3212.76,6205,2017-07-28,2016-09-19,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1565","00/16-06-073-25W5/0","100160607325W500",55.315479,-117.817612,1548.79,3103,2016-02-05,2015-12-19,"Horizontal","MONTNEY B","CANADIAN NATURAL RESOURCES LIMITED"
"1566","00/16-06-085-24W5/0","100160608524W500",56.343166,-117.768635,898.93,1158,NA,2016-12-13,"Horizontal","NA","CANAMAX ENERGY LTD."
"1567","00/16-08-076-20W5/0","100160807620W500",55.57928,-117.079614,1045.52,2617,2014-03-06,2014-02-16,"Horizontal","MONTNEY R","LONG RUN EXPLORATION LTD."
"1568","00/16-08-078-21W5/0","100160807821W500",55.751471,-117.226931,912.51,2000,2010-02-01,2010-01-26,"Horizontal","MONTNEY H","LONG RUN EXPLORATION LTD."
"1569","00/16-10-064-05W6/0","100161006405W600",54.50563,-118.629149,3045.19,6100,2015-04-01,2014-11-18,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1570","00/16-10-077-21W5/0","100161007721W500",55.654745,-117.154176,960.51,2090,2009-02-25,2009-02-21,"Horizontal","MONTNEY A","LONG RUN EXPLORATION LTD."
"1571","00/16-12-062-05W6/0","100161206205W600",54.352419,-118.605357,3470.14,3471,NA,2014-02-13,"Vertical","NA","KICKING HORSE OIL & GAS LTD."
"1572","00/16-13-076-21W5/0","100161307621W500",55.588807,-117.126796,1023.39,2210,2013-08-21,2013-08-09,"Horizontal","MONTNEY R","LONG RUN EXPLORATION LTD."
"1573","00/16-16-069-25W5/0","100161606925W500",54.980885,-117.728995,1767.85,2622,2010-10-20,2010-10-07,"Horizontal","TRIASSIC F","NAL RESOURCES LIMITED"
"1574","00/16-17-063-05W6/0","100161706305W600",54.441499,-118.709431,3399.68,5191,2014-02-16,2013-12-21,"Horizontal","MONTNEY A2A","ORLEN UPSTREAM CANADA LTD."
"1575","00/16-17-076-20W5/0","100161707620W500",55.584186,-117.051005,1052.46,1952,2010-02-01,2010-01-25,"Horizontal","MONTNEY A","LONG RUN EXPLORATION LTD."
"1576","00/16-17-081-25W5/0","100161708125W500",56.028342,-117.8655,1027.5,1027.5,2014-09-12,2014-07-30,"Vertical","MONTNEY R","RISING STAR RESOURCES LTD."
"1577","00/16-17-085-24W5/0","100161708524W500",56.380176,-117.743378,908.03,1058,2015-09-01,2015-07-22,"Vertical","MONTNEY C","CANAMAX ENERGY LTD."
"1578","00/16-18-078-21W5/0","100161807821W500",55.751469,-117.231945,912.97,2508,2012-03-27,2012-03-16,"Horizontal","MONTNEY H","LONG RUN EXPLORATION LTD."
"1579","00/16-19-062-07W6/0","100161906207W600",54.369645,-119.000809,4004.42,6140,NA,2014-11-10,"Horizontal","NA","SEVEN GENERATIONS ENERGY LTD."
"1580","00/16-20-063-05W6/0","100162006305W600",54.463436,-118.74083,3395.02,5761,2016-05-01,2016-03-05,"Horizontal","MONTNEY UNDEFINED","ORLEN UPSTREAM CANADA LTD."
"1581","00/16-21-061-06W6/0","100162106106W600",54.300498,-118.851577,3986.35,4843,NA,2014-03-03,"Horizontal","TEMP COMMINGLED CODE","TOURMALINE OIL CORP."
"1582","00/16-21-061-06W6/2","100162106106W602",54.300498,-118.851577,3986.35,4843,2014-09-03,2014-03-03,"Horizontal","TEMP COMMINGLED CODE","TOURMALINE OIL CORP."
"1583","00/16-21-063-04W6/0","100162106304W600",54.470733,-118.527849,2898.01,2901,NA,2011-10-13,"Vertical","NA","SEVEN GENERATIONS ENERGY LTD."
"1584","00/16-23-069-25W5/0","100162306925W500",54.992768,-117.710835,1780.41,2905,2013-03-25,2013-02-05,"Horizontal","TRIASSIC F","NAL RESOURCES LIMITED"
"1585","00/16-24-076-21W5/0","100162407621W500",55.602459,-117.13323,1015.21,2625,2013-09-08,2013-08-28,"Horizontal","MONTNEY R","LONG RUN EXPLORATION LTD."
"1586","00/16-24-078-21W5/0","100162407821W500",55.782001,-117.134427,894.49,2500,2011-11-07,2011-10-15,"Horizontal","MONTNEY F","LONG RUN EXPLORATION LTD."
"1587","00/16-24-085-25W5/0","100162408525W500",56.376326,-117.802595,965.7,2405,2017-12-18,2017-11-16,"Horizontal","MONTNEY UNDEFINED","CANAMAX ENERGY LTD."
"1588","00/16-25-061-01W6/0","100162506101W600",54.29382,-117.967021,3066.18,5880,2017-03-17,2016-12-27,"Horizontal","MONTNEY UNDEFINED","CEQUENCE ENERGY LTD."
"1589","00/16-25-083-24W5/0","100162508324W500",56.22637,-117.664123,870.23,2483,2017-04-07,2017-01-22,"Horizontal","MONTNEY A","CANAMAX ENERGY LTD."
"1590","00/16-29-063-05W6/0","100162906305W600",54.484435,-118.748808,3312.42,6009,2017-10-01,2017-03-27,"Horizontal","MONTNEY UNDEFINED","ORLEN UPSTREAM CANADA LTD."
"1591","00/16-30-062-06W6/0","100163006206W600",54.391489,-118.848866,3708.2,5751,NA,2015-04-17,"Horizontal","NA","CANADIAN NATURAL RESOURCES LIMITED"
"1592","00/16-32-063-05W6/0","100163206305W600",54.486891,-118.71271,NA,NA,NA,NA,"Horizontal","NA","HARVEST OPERATIONS CORP."
"1593","00/16-33-063-04W6/0","100163306304W600",54.484223,-118.528163,3063.17,4548,2014-05-08,2013-06-30,"Horizontal","MONTNEY SS","SEVEN GENERATIONS ENERGY LTD."
"1594","00/16-33-075-20W5/0","100163307520W500",55.545595,-117.05058,1048.67,2362,2014-01-14,2013-12-09,"Horizontal","MONTNEY S","LONG RUN EXPLORATION LTD."
"1595","00/16-33-076-21W5/0","100163307621W500",55.633238,-117.214158,975.49,2721,2013-10-31,2013-10-22,"Horizontal","MONTNEY R","LONG RUN EXPLORATION LTD."
"1596","00/16-35-071-26W5/2","100163507126W502",55.207898,-117.891883,1561.47,3208,2014-01-26,2013-09-11,"Horizontal","MONTNEY G","CANADIAN NATURAL RESOURCES LIMITED"
"1597","00/16-36-075-21W5/0","100163607521W500",55.547766,-117.134539,1017.59,2725,2014-08-14,2014-07-16,"Horizontal","MONTNEY S","LONG RUN EXPLORATION LTD."
"1598","02/01-01-076-21W5/0","102010107621W500",55.547946,-117.134539,1015.57,2675,2014-08-08,2014-07-23,"Horizontal","MONTNEY S","LONG RUN EXPLORATION LTD."
"1599","02/01-03-060-01W6/0","102010306001W600",54.161888,-118.06638,3409.57,4597,2011-12-03,2011-09-10,"Horizontal","MONTNEY E","XTO ENERGY CANADA"
"1600","02/01-03-078-21W5/0","102010307821W500",55.731807,-117.172776,926.48,2104,2013-01-29,2013-01-14,"Horizontal","MONTNEY H","LONG RUN EXPLORATION LTD."
"1601","02/01-04-076-20W5/0","102010407620W500",55.55295,-117.050046,1047.54,2315,2014-01-22,2014-01-17,"Horizontal","MONTNEY S","LONG RUN EXPLORATION LTD."
"1602","02/01-04-077-21W5/0","102010407721W500",55.639306,-117.206116,977.26,2254,2014-02-07,2014-01-24,"Horizontal","MONTNEY R","LONG RUN EXPLORATION LTD."
"1603","02/01-07-085-24W5/0","102010708524W500",56.35012,-117.768639,954,954,NA,2011-10-28,"Vertical","NA","CANAMAX ENERGY LTD."
"1604","02/01-08-063-04W6/0","102010806304W600",54.448413,-118.594369,3193.29,6030,2017-07-26,2017-02-10,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1605","02/01-10-064-05W6/0","102011006405W600",54.504957,-118.629064,3112.91,5317,2013-10-25,2013-09-05,"Horizontal","MONTNEY V","SEVEN GENERATIONS ENERGY LTD."
"1606","02/01-19-063-04W6/0","102011906304W600",54.479626,-118.604826,3137.42,5960,2017-07-06,2017-02-17,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1607","02/01-21-076-20W5/0","102012107620W500",55.597474,-117.043163,1048.78,1950,2011-06-08,2011-06-01,"Horizontal","MONTNEY A","LONG RUN EXPLORATION LTD."
"1608","02/01-27-061-02W6/0","102012706102W600",54.298313,-118.201339,3390,3390,NA,2011-03-09,"Vertical","NA","CEQUENCE ENERGY LTD."
"1609","02/01-27-063-04W6/0","102012706304W600",54.487167,-118.51269,3093.62,4885,2015-11-15,2015-03-15,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1610","00/14-28-083-23W5/0","100142808323W500",56.217353,-117.577452,828.17,2438,2015-12-11,2015-11-20,"Horizontal","MONTNEY A","CANAMAX ENERGY LTD."
"1611","00/14-29-083-23W5/0","100142908323W500",56.217769,-117.597326,844.84,2444,2011-10-08,2011-08-25,"Horizontal","MONTNEY A","CANAMAX ENERGY LTD."
"1612","00/14-32-076-21W5/0","100143207621W500",55.636651,-117.223821,1037.29,1089,NA,2013-09-09,"Vertical","NA","LONG RUN EXPLORATION LTD."
"1613","00/15-16-081-25W5/0","100151608125W500",56.03512,-117.851441,891.29,1868,NA,2017-07-10,"Horizontal","NA","RISING STAR RESOURCES LTD."
"1614","00/15-16-081-25W5/2","100151608125W502",56.03512,-117.851441,891.88,1800,NA,2017-07-10,"Horizontal","NA","RISING STAR RESOURCES LTD."
"1615","00/15-16-081-25W5/3","100151608125W503",56.03512,-117.851441,891.38,1900,2017-07-10,2017-07-10,"Horizontal","MONTNEY R","RISING STAR RESOURCES LTD."
"1616","00/16-02-076-21W5/2","100160207621W502",55.559018,-117.157281,1021.52,2618,2013-11-08,2013-09-19,"Horizontal","MONTNEY S","DRAKKAR ENERGY LTD."
"1617","00/16-20-081-25W5/0","100162008125W500",56.028117,-117.865258,883.34,2230,2014-09-16,2014-08-10,"Horizontal","MONTNEY R","RISING STAR RESOURCES LTD."
"1618","00/16-21-085-24W5/0","100162108524W500",56.391478,-117.723936,885.34,991,2014-10-26,2014-09-19,"Vertical","MONTNEY C","CANAMAX ENERGY LTD."
"1619","00/16-30-083-23W5/0","100163008323W500",56.217411,-117.620982,869.24,2528,2010-11-01,2010-09-18,"Horizontal","MONTNEY A","CANAMAX ENERGY LTD."
"1620","02/02-08-063-04W6/0","102020806304W600",54.448318,-118.594736,3192.94,5909,2017-07-27,2016-12-10,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1621","02/02-24-062-05W6/2","102022406205W602",54.352419,-118.605357,3298.19,5377,2014-04-29,2014-02-13,"Horizontal","MONTNEY P","KICKING HORSE OIL & GAS LTD."
"1622","02/02-27-063-04W6/0","102022706304W600",54.487235,-118.512975,3093.72,4620,2015-11-26,2015-02-14,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1623","02/02-28-063-04W6/2","102022806304W602",54.486961,-118.545518,3129.15,4828,2015-12-04,2015-03-22,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1624","02/02-30-064-04W6/0","102023006404W600",54.542447,-118.556549,2925.61,6013,2016-03-01,2015-09-24,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1625","02/03-17-063-04W6/0","102031706304W600",54.459466,-118.569843,3232.1,4680,2015-03-02,2014-06-16,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1626","02/03-27-063-04W6/0","102032706304W600",54.487336,-118.513404,3105.41,4754,2015-11-15,2015-01-06,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1627","02/03-28-063-04W6/0","102032806304W600",54.486956,-118.545827,3130.56,4603,2015-12-04,2015-02-23,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1628","02/03-31-069-19W5/0","102033106919W500",55.012218,-116.894044,1488.68,1519,2006-12-19,2006-11-19,"Vertical","TRIASSIC A","ENERCAPITA ENERGY LTD."
"1629","02/04-14-078-21W5/0","102041407821W500",55.754917,-117.126876,918.69,2459,2017-03-05,2017-01-29,"Horizontal","MONTNEY C","LONG RUN EXPLORATION LTD."
"1630","02/04-22-063-05W6/0","102042206305W600",54.462233,-118.653951,3318.62,4787,2015-05-21,2014-06-12,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1631","02/04-25-076-21W5/0","102042507621W500",55.608439,-117.100806,1025.77,2644,2017-03-19,2017-01-19,"Horizontal","MONTNEY R","LONG RUN EXPLORATION LTD."
"1632","02/04-29-079-22W5/0","102042907922W500",55.877044,-117.433086,871.3,2045,2007-01-04,2006-11-29,"Horizontal","MONTNEY E","CANADIAN NATURAL RESOURCES LIMITED"
"1633","02/05-12-076-21W5/0","102051207621W500",55.565491,-117.105439,1030.33,2424,2015-02-04,2015-01-25,"Horizontal","MONTNEY S","LONG RUN EXPLORATION LTD."
"1634","02/05-14-063-04W6/0","102051406304W600",54.471961,-118.528625,3097.31,6240,2017-07-15,2017-04-19,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1635","02/05-25-076-21W5/0","102052507621W500",55.614882,-117.102741,1020.54,2620,2017-10-25,2017-02-10,"Horizontal","MONTNEY R","LONG RUN EXPLORATION LTD."
"1636","02/05-28-069-25W5/0","102052806925W500",55.010787,-117.760592,1771.91,2851,2009-12-30,2009-10-27,"Horizontal","TRIASSIC F","NAL RESOURCES LIMITED"
"1637","02/06-03-078-21W5/0","102060307821W500",55.722301,-117.15811,923.31,2138,2011-11-09,2011-11-02,"Horizontal","MONTNEY H","LONG RUN EXPLORATION LTD."
"1638","02/06-21-069-25W5/0","102062106925W500",54.999829,-117.752254,1795.47,3010,2012-01-27,2011-12-06,"Horizontal","TRIASSIC F","NAL RESOURCES LIMITED"
"1639","02/06-29-063-06W6/0","102062906306W600",54.457573,-118.872362,3566.97,5828,NA,2014-08-22,"Horizontal","NA","QUESTERRE ENERGY CORPORATION"
"1640","02/06-30-079-22W5/0","102063007922W500",55.881181,-117.449725,872.94,1978,NA,2006-03-22,"Horizontal","UNDEFINED POOL","CANADIAN NATURAL RESOURCES LIMITED"
"1641","02/06-30-079-22W5/2","102063007922W502",55.881181,-117.449725,873.65,2005,2007-02-01,2006-12-19,"Horizontal","MONTNEY E","CANADIAN NATURAL RESOURCES LIMITED"
"1642","02/07-03-063-04W6/0","102070306304W600",54.442144,-118.549001,3113.02,6235,2018-01-31,2017-08-22,"Horizontal","UNDEFINED POOL","SEVEN GENERATIONS ENERGY LTD."
"1643","02/07-06-064-03W6/0","102070606403W600",54.525571,-118.47181,2969.46,5988,2014-11-01,2014-07-28,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1644","02/07-09-064-04W6/0","102070906404W600",54.542013,-118.559639,2940.31,5650,2017-05-01,2016-08-09,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1645","02/08-04-078-21W5/0","102080407821W500",55.726076,-117.17474,925.64,1213,NA,2012-11-28,"Horizontal","NA","LONG RUN EXPLORATION LTD."
"1646","02/08-05-069-21W5/0","102080506921W500",54.947877,-117.173751,1503.39,2572,2009-09-30,2009-07-18,"Horizontal","TRIASSIC A","CANADIAN NATURAL RESOURCES LIMITED"
"1647","02/08-25-075-21W5/0","102082507521W500",55.535709,-117.106011,1039.05,2221,NA,2011-08-17,"Horizontal","MONTNEY S","LONG RUN EXPLORATION LTD."
"1648","02/08-25-076-21W5/0","102082507621W500",55.609904,-117.126863,1012.2,2139,2013-02-01,2013-01-23,"Horizontal","MONTNEY R","LONG RUN EXPLORATION LTD."
"1649","02/09-08-064-05W6/0","102090806405W600",54.507345,-118.683174,3253.67,5796,2015-03-06,2014-09-16,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1650","02/09-08-078-21W5/0","102090807821W500",55.746711,-117.238713,912.55,2591,2012-11-07,2012-10-17,"Horizontal","MONTNEY H","LONG RUN EXPLORATION LTD."
"1651","02/09-29-063-05W6/0","102092906305W600",54.484035,-118.748902,3292.61,6123,2018-04-01,2017-11-24,"Horizontal","UNDEFINED POOL","ORLEN UPSTREAM CANADA LTD."
"1652","02/09-29-071-25W5/0","102092907125W500",55.189676,-117.819566,1629.13,3310,2014-02-01,2013-10-01,"Horizontal","MONTNEY G","CANADIAN NATURAL RESOURCES LIMITED"
"1653","02/09-33-075-20W5/0","102093307520W500",55.544876,-117.050575,1048.88,2322,2014-06-01,2014-05-27,"Horizontal","MONTNEY S","LONG RUN EXPLORATION LTD."
"1654","02/10-16-063-05W6/0","102101606305W600",54.452422,-118.653109,3349,5591,2017-02-01,2016-07-27,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1655","02/11-26-064-04W6/0","102112606404W600",54.569643,-118.531273,2866.68,5115,2018-02-17,2017-10-07,"Horizontal","UNDEFINED POOL","SEVEN GENERATIONS ENERGY LTD."
"1656","02/12-12-064-04W6/0","102121206404W600",54.525892,-118.471864,3124,3124,NA,2014-10-17,"Vertical","NA","SEVEN GENERATIONS ENERGY LTD."
"1657","02/12-14-063-05W6/0","102121406305W600",54.453048,-118.650659,3196.83,3205,NA,2017-07-13,"Vertical","NA","SEVEN GENERATIONS ENERGY LTD."
"1658","02/12-14-078-21W5/0","102121407821W500",55.762719,-117.126802,916.41,2454,2017-02-09,2017-01-11,"Horizontal","MONTNEY C","LONG RUN EXPLORATION LTD."
"1659","02/12-15-078-21W5/0","102121507821W500",55.76018,-117.152381,920.19,2598,2017-01-05,2016-12-18,"Horizontal","MONTNEY C","LONG RUN EXPLORATION LTD."
"1660","02/12-16-078-21W5/0","102121607821W500",55.767775,-117.206303,909.49,1740,2010-12-20,2010-12-04,"Horizontal","MONTNEY K","LONG RUN EXPLORATION LTD."
"1661","02/13-05-064-05W6/0","102130506405W600",54.496074,-118.691789,3205.72,6143,2017-07-28,2016-12-03,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1662","02/13-06-068-24W5/0","102130606824W500",54.880545,-117.655461,1841.1,3654,2018-02-09,2017-04-24,"Horizontal","TRIASSIC C","ARC RESOURCES LTD."
"1663","02/13-12-069-22W5/0","102131206922W500",54.961739,-117.211205,1505.7,2586,2009-12-19,2009-10-30,"Horizontal","TRIASSIC A","CANADIAN NATURAL RESOURCES LIMITED"
"1664","02/13-15-078-21W5/0","102131507821W500",55.765944,-117.152943,917.79,2627,2017-01-15,2016-12-10,"Horizontal","MONTNEY C","LONG RUN EXPLORATION LTD."
"1665","02/13-20-063-04W6/0","102132006304W600",54.459939,-118.570553,3194.34,4407,2014-11-17,2014-03-12,"Horizontal","MONTNEY S","SEVEN GENERATIONS ENERGY LTD."
"1666","02/13-21-063-04W6/0","102132106304W600",54.469923,-118.527814,3105.47,4435,2014-05-15,2013-03-26,"Horizontal","MONTNEY WW","SEVEN GENERATIONS ENERGY LTD."
"1667","02/13-21-064-04W6/0","102132106404W600",54.542614,-118.529014,2915.86,4925,NA,2018-01-24,"Horizontal","NA","SEVEN GENERATIONS ENERGY LTD."
"1668","02/13-21-081-25W5/0","102132108125W500",56.031035,-117.855217,883.96,1971,NA,2017-07-01,"Horizontal","NA","RISING STAR RESOURCES LTD."
"1669","02/13-22-063-05W6/0","102132206305W600",54.473073,-118.629771,3163.18,6030,2017-08-20,2017-02-25,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1670","02/13-24-076-21W5/0","102132407621W500",55.608078,-117.100806,1028.41,2684,2017-03-17,2017-01-26,"Horizontal","MONTNEY R","LONG RUN EXPLORATION LTD."
"1671","02/13-27-063-04W6/0","102132706304W600",54.472418,-118.528022,3070.76,4366,2015-09-30,2015-03-05,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1672","02/13-29-075-20W5/0","102132907520W500",55.533183,-117.050984,1047.09,2518,2013-10-01,2013-09-26,"Horizontal","MONTNEY S","LONG RUN EXPLORATION LTD."
"1673","00/14-28-064-04W6/0","100142806404W600",54.573611,-118.540199,3035,3035,NA,2012-05-24,"Vertical","NA","XTO ENERGY CANADA ULC"
"1674","00/14-28-069-25W5/0","100142806925W500",55.000106,-117.751841,1789.32,2728,2013-02-20,2012-12-20,"Horizontal","TRIASSIC F","NAL RESOURCES LIMITED"
"1675","00/14-29-079-22W5/0","100142907922W500",55.867681,-117.398171,885.15,2319,2011-08-17,2011-08-12,"Horizontal","MONTNEY E","CANADIAN NATURAL RESOURCES LIMITED"
"1676","00/14-30-083-23W5/2","100143008323W502",56.217411,-117.621385,869.47,2487,2010-08-01,2010-03-11,"Horizontal","MONTNEY A","CANAMAX ENERGY LTD."
"1677","00/14-32-083-23W5/0","100143208323W500",56.230182,-117.601942,897.15,2531,2010-01-14,2009-11-10,"Horizontal","MONTNEY A","CANAMAX ENERGY LTD."
"1678","00/14-36-079-23W5/0","100143607923W500",55.881407,-117.449724,875.54,2500,2006-07-18,2006-03-09,"Horizontal","MONTNEY N","CANADIAN NATURAL RESOURCES LIMITED"
"1679","00/15-05-076-20W5/0","100150507620W500",55.558986,-117.079784,1035.82,2091,2010-05-20,2010-05-15,"Horizontal","MONTNEY A","LONG RUN EXPLORATION LTD."
"1680","00/15-05-078-21W5/0","100150507821W500",55.733446,-117.234806,923.41,1875,2012-08-09,2012-07-15,"Horizontal","MONTNEY H","LONG RUN EXPLORATION LTD."
"1681","00/15-13-061-05W6/0","100151306105W600",54.263142,-118.577217,3674.54,6444.5,NA,2017-04-10,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD."
"1682","00/15-13-085-25W5/0","100151308525W500",56.365095,-117.812784,952.54,2405,2017-04-02,2017-02-09,"Horizontal","MONTNEY D","CANAMAX ENERGY LTD."
"1683","00/15-19-083-23W5/0","100151908323W500",56.217411,-117.621385,886.5,886.5,NA,2010-03-11,"Vertical","NA","CANAMAX ENERGY LTD."
"1684","00/15-20-076-20W5/0","100152007620W500",55.596054,-117.050889,1050.67,2114,2009-11-19,2009-10-25,"Horizontal","MONTNEY A","LONG RUN EXPLORATION LTD."
"1685","00/15-20-077-21W5/0","100152007721W500",55.687729,-117.206311,954.37,1671,2008-07-26,2008-07-11,"Horizontal","MONTNEY A","LONG RUN EXPLORATION LTD."
"1686","00/15-25-063-06W6/0","100152506306W600",54.462302,-118.760048,3388.42,5935,2015-04-23,2014-12-12,"Horizontal","MONTNEY UNDEFINED","ORLEN UPSTREAM CANADA LTD."
"1687","00/16-22-085-24W5/0","100162208524W500",56.39016,-117.713211,877.77,2272,2017-01-21,2016-12-04,"Horizontal","MONTNEY H","CANAMAX ENERGY LTD."
"1688","00/16-23-078-21W5/0","100162307821W500",55.768534,-117.132908,904.77,2026,2012-07-01,2012-06-23,"Horizontal","MONTNEY C","LONG RUN EXPLORATION LTD."
"1689","00/16-26-083-24W5/0","100162608324W500",56.219218,-117.654474,874.02,2358,2016-10-06,2016-08-08,"Horizontal","MONTNEY A","CANAMAX ENERGY LTD."
"1690","00/16-27-076-21W5/0","100162707621W500",55.618732,-117.182982,988.76,2501,2013-10-31,2013-10-14,"Horizontal","MONTNEY R","LONG RUN EXPLORATION LTD."
"1691","00/16-28-083-23W5/0","100162808323W500",56.215089,-117.562376,825.34,2338,2017-09-21,2017-08-11,"Horizontal","MONTNEY A","CANAMAX ENERGY LTD."
